Sort,Station name,"Three Letter Code
(TLC)",National Location Code (NLC),Region,Local authority: district or unitary,Apr 1997 to Mar 1998,Apr 1998 to Mar 1999,Apr 1999 to Mar 2000,Apr 2000 to Mar 2001,Apr 2001 to Mar 2002,Apr 2002 to Mar 2003,Apr 2003 to Mar 2004,Apr 2004 to Mar 2005,Apr 2005 to Mar 2006,Apr 2006 to Mar 2007,Apr 2007 to Mar 2008,Apr 2008 to Mar 2009,Apr 2009 to Mar 2010,Apr 2010 to Mar 2011,Apr 2011 to Mar 2012,Apr 2012 to Mar 2013,Apr 2013 to Mar 2014,Apr 2014 to Mar 2015,Apr 2015 to Mar 2016,Apr 2016 to Mar 2017,Apr 2017 to Mar 2018,Apr 2018 to Mar 2019,Apr 2019 to Mar 2020,Apr 2020 to Mar 2021,Apr 2021 to Mar 2022,Apr 2022 to Mar 2023 [b],Apr 2023 to Mar 2024,Apr 2024 to Mar 2025
498,Chalkwell,CHW,7469,East of England,Southend-on-Sea,"640,262","699,878","775,365","846,613","899,502","982,046",[x],"1,083,462","1,145,978","1,210,351","1,312,625","1,377,332","1,384,692","1,457,014","1,541,790","1,586,516","1,735,302","1,818,472","1,534,620","1,562,918","1,968,412","1,913,550","1,832,344","425,496","966,158","1,182,696","1,224,874","1,286,264"
499,Chandlers Ford,CFR,5836,South East,Eastleigh,[z],[z],[z],[z],[z],[z],[z],"155,477","180,281","198,588","212,987","236,102","218,640","225,622","241,514","238,502","244,338","231,912","224,034","230,174","220,262","207,192","164,990","38,800","94,656","128,806","145,804","157,796"
500,Chapel-En-Le-Frith,CEF,2762,East Midlands,High Peak,"40,019","35,150","37,592","32,861","29,443","34,483",[x],"35,154","39,032","40,691","49,172","48,148","45,532","44,630","44,026","43,170","45,848","45,974","51,366","56,224","60,900","67,196","68,066","20,680","60,208","64,718","74,536","77,786"
501,Chapelton (Devon),CPN,5820,South West,North Devon,818,749,850,921,698,734,[x],472,161,120,208,176,162,190,190,258,232,192,100,566,188,446,192,66,142,194,186,160
502,Chapeltown (South Yorkshire),CLN,6664,Yorkshire and The Humber,Sheffield,"148,097","155,249","162,487","157,346","139,551","135,695",[x],"188,039","206,076","185,011","191,327","264,296","271,026","304,144","310,198","323,068","304,866","347,432","352,284","343,278","311,958","301,998","307,430","74,514","254,278","283,176","330,160","382,952"
503,Chappel and Wakes Colne,CWC,7051,East of England,Colchester,"19,568","21,763","22,470","21,660","22,340","26,625",[x],"25,526","26,292","28,579","29,903","30,940","31,674","32,756","38,176","41,642","47,976","42,868","41,420","37,408","38,544","39,360","46,258","4,090","22,490","28,176","28,762","32,962"
504,Charing (Kent),CHG,5097,South East,Ashford,"48,726","52,384","58,984","60,733","57,367","60,486",[x],"64,291","66,676","70,970","88,204","89,962","77,538","75,810","79,420","77,416","67,236","66,616","72,652","74,688","72,940","86,140","89,554","26,234","60,508","75,588","89,516","94,218"
505,Charing Cross (Glasgow),CHC,9911,Scotland,Glasgow City,"1,537,062","1,802,559","1,984,235","2,138,516","2,029,829","1,802,243",[x],"1,406,239","1,528,890","1,491,105","1,478,342","1,697,268","1,678,918","1,635,982","2,046,688","2,026,602","1,888,745","1,968,322","2,038,954","2,153,640","2,252,592","2,229,356","2,149,716","362,892","917,702","1,310,006","1,505,422","1,562,948"
506,Charlbury,CBY,3004,South East,West Oxfordshire,"216,143","243,082","242,133","230,888","220,393","229,000",[x],"236,749","232,040","249,781","239,426","238,918","231,582","244,586","253,202","271,738","287,778","305,284","327,518","294,758","292,934","285,784","314,296","55,812","199,856","257,350","275,526","343,240"
507,Charlton,CTN,5144,London,Greenwich,"871,812","996,827","1,057,602","999,194","994,405","1,017,420",[x],"832,293","908,725","1,306,867","1,505,735","1,504,416","1,572,798","1,672,850","1,685,648","1,683,442","1,713,732","1,800,766","1,683,580","1,495,928","1,501,022","1,680,552","1,708,510","459,500","1,072,998","1,169,386","1,172,750","1,269,452"
508,Chartham,CRT,5008,South East,Canterbury,"33,516","35,149","38,110","37,120","38,718","36,253",[x],"43,819","49,666","51,477","67,531","70,012","65,798","64,336","64,726","64,948","66,180","59,594","62,180","61,764","70,058","73,888","79,206","21,736","64,192","79,814","86,902","102,986"
509,Chassen Road,CSR,2947,North West,Trafford,"18,779","17,826","19,378","19,381","21,708","20,910",[x],"26,904","27,854","27,094","30,134","34,454","33,400","40,380","38,940","37,474","43,492","44,410","48,020","50,430","49,210","53,530","57,780","6,216","26,166","32,830","34,446","42,472"
510,Chatelherault,CTE,9707,Scotland,South Lanarkshire,[z],[z],[z],[z],[z],[z],[z],[z],"3,763","17,268","23,480","40,958","49,830","57,116","59,532","62,526","66,948","74,934","85,898","105,464","111,076","108,456","114,042","13,102","45,960","61,912","73,122","76,190"
511,Chatham,CTM,5199,South East,Medway,"2,440,174","2,746,203","2,862,171","2,858,530","2,860,540","2,879,487",[x],"2,893,126","2,945,044","3,092,522","3,261,803","3,202,334","2,919,828","2,883,930","2,861,326","2,742,960","2,699,480","2,696,730","2,767,892","2,742,800","2,730,498","2,730,416","2,619,120","825,756","1,729,376","2,010,328","2,172,512","2,397,976"
512,Chathill,CHT,7792,North East,Northumberland,"1,417","2,013","1,748","1,549","1,027","1,482",[x],"1,503","2,279","1,037","1,847","1,864","2,612","2,642","5,250","2,794","2,578","2,448","2,574","2,768","2,162","2,546","2,840",892,"1,492","1,348","1,264","1,580"
513,Cheadle Hulme,CHU,2870,North West,Stockport,"448,136","404,191","406,939","371,083","347,040","336,156",[x],"288,104","357,133","376,572","424,114","572,894","552,382","616,210","698,462","716,944","762,294","750,562","785,174","861,360","870,028","963,034","908,988","139,174","489,564","563,656","618,166","650,726"
514,Cheam,CHE,5352,London,Sutton,"502,038","577,818","624,770","605,381","610,643","627,290",[x],"661,160","705,233","999,671","1,109,639","1,080,256","1,052,920","1,051,736","1,073,572","1,071,236","1,110,888","1,168,046","1,126,420","978,986","989,268","1,086,296","1,114,808","265,946","665,166","790,362","843,402","932,574"
515,Cheddington,CED,1372,South East,Buckinghamshire,"75,940","76,357","81,471","82,067","76,842","74,187",[x],"56,710","65,130","74,703","79,051","70,168","69,732","70,684","66,900","73,378","75,250","72,302","78,208","84,048","79,682","84,132","78,694","12,408","32,180","48,014","68,006","83,010"
516,Chelford (Cheshire),CEL,2764,North West,Cheshire East,"26,376","28,222","23,985","23,912","21,517","21,511",[x],"21,847","19,952","16,750","28,019","28,824","28,776","29,834","31,288","32,804","32,368","33,420","36,740","37,996","35,760","38,906","42,446","9,516","36,838","39,986","41,124","46,262"
517,Chelmsford,CHM,6836,East of England,Chelmsford,"4,788,316","5,168,616","5,685,278","5,993,425","6,165,887","6,445,365",[x],"6,698,243","6,801,193","7,113,065","7,447,696","7,375,452","6,934,970","7,335,952","7,876,686","8,002,126","8,286,879","8,381,166","8,488,146","8,536,968","8,619,942","8,926,576","8,606,294","1,716,828","4,595,710","5,784,584","6,538,092","7,030,130"
518,Chelsfield,CLD,5098,London,Bromley,"528,163","554,248","601,871","611,305","612,554","614,599",[x],"623,963","626,644","877,343","947,763","874,004","850,210","906,166","904,242","924,494","947,226","1,008,758","944,166","920,538","966,706","993,598","973,208","115,200","345,652","478,232","549,246","593,350"
519,Cheltenham Spa,CNM,4731,South West,Cheltenham,"731,388","756,556","798,725","757,244","820,680","881,062",[x],"1,036,744","1,127,845","1,206,187","1,338,855","1,529,004","1,598,538","1,727,246","1,816,020","1,891,974","1,924,750","2,038,404","2,178,472","2,352,712","2,400,392","2,467,768","2,590,718","462,294","1,793,710","1,965,252","2,045,044","2,418,292"
520,Chepstow,CPW,3774,Wales,Monmouthshire - Sir Fynwy,"87,866","86,399","95,795","88,527","89,990","88,299",[x],"113,613","120,543","129,076","146,338","168,828","176,980","188,374","203,476","208,316","217,030","231,080","246,742","251,824","253,464","252,790","229,288","35,062","147,434","179,274","210,598","239,434"
521,Cherry Tree,CYT,2573,North West,Blackburn with Darwen,"25,712","23,959","24,497","25,902","27,623","20,893",[x],"21,308","20,061","22,836","24,586","25,022","28,556","33,112","40,746","42,250","44,674","42,700","40,490","40,136","38,012","29,634","41,128","11,130","34,498","32,612","34,104","33,742"
522,Chertsey,CHY,5553,South East,Runnymede,"383,251","368,179","413,825","362,756","315,663","279,661",[x],"360,715","419,259","430,757","587,986","632,210","604,808","612,488","597,072","613,244","688,156","695,908","674,418","706,642","697,204","727,072","665,420","221,558","496,676","551,148","608,808","638,340"
523,Cheshunt,CHN,6814,East of England,Broxbourne,"952,881","1,075,026","1,200,176","1,239,514","1,282,113","1,321,617",[x],"1,408,988","1,408,338","1,533,387","1,692,201","1,704,992","1,555,370","1,590,082","1,716,944","1,915,362","2,021,678","2,140,962","2,247,262","2,260,412","2,369,724","2,514,920","2,463,510","729,632","1,708,766","2,125,726","2,442,904","2,547,310"
524,Chessington North,CSN,5582,London,Kingston upon Thames,"207,569","266,631","272,030","293,301","266,982","281,449",[x],"309,951","285,980","575,477","610,728","509,958","492,516","532,518","566,474","580,448","592,762","611,368","561,330","552,584","499,552","568,166","513,088","127,954","317,282","376,680","459,344","488,812"
525,Chessington South,CSS,5554,London,Kingston upon Thames,"191,152","233,997","242,446","254,450","237,487","218,003",[x],"199,542","206,316","485,008","582,078","525,860","505,480","502,582","518,636","493,008","524,144","551,302","431,898","405,786","338,824","375,964","352,830","85,936","235,888","275,306","314,944","344,218"
526,Chester,CTR,2412,North West,Cheshire West and Chester,"1,936,106","2,161,447","2,207,580","2,128,772","2,168,285","2,163,082",[x],"2,239,061","2,336,893","2,440,874","2,607,835","2,829,358","2,989,704","3,052,806","2,957,446","3,011,202","4,256,524","4,523,402","4,620,230","4,649,800","4,686,322","4,972,298","5,093,756","1,057,794","3,443,368","4,121,592","4,727,440","5,271,572"
527,Chester Road,CRD,1130,West Midlands,Birmingham,"186,768","191,379","194,878","186,922","190,894","195,836",[x],"244,553","250,808","266,660","296,230","536,798","563,680","567,660","750,114","763,286","799,256","815,640","881,950","909,432","958,028","1,048,284","1,050,494","152,254","389,624","489,082","593,094","658,658"
528,Chesterfield,CHD,6615,East Midlands,Chesterfield,"811,956","794,106","841,491","800,187","881,486","904,049",[x],"1,027,569","1,043,957","1,147,806","1,181,145","1,268,894","1,328,866","1,465,990","1,490,616","1,498,814","1,564,882","1,640,288","1,731,432","1,783,870","1,852,786","1,944,524","1,866,000","322,942","1,204,996","1,450,020","1,542,920","1,820,668"
529,Chester-Le-Street,CLS,7736,North East,County Durham,"67,758","82,135","101,986","85,172","85,919","86,686",[x],"126,033","151,486","160,799","192,519","186,930","197,398","205,572","189,460","174,968","199,131","200,844","223,326","230,972","219,592","199,260","193,456","31,274","148,692","118,086","152,994","232,324"
530,Chestfield and Swalecliffe,CSW,5200,South East,Canterbury,"106,682","112,643","113,060","127,680","140,285","138,794",[x],"142,694","146,829","149,813","172,706","165,226","152,140","142,774","151,540","127,408","123,552","124,800","124,720","122,242","137,734","129,258","128,714","29,322","71,064","80,432","93,938","107,718"
531,Chetnole,CNO,5840,South West,Dorset,"1,890","2,522","2,615","2,539","1,753","1,706",[x],"2,248","2,470","2,705","1,699","1,944","2,132","2,386","2,206","2,358","2,398","2,334","1,946","2,598","2,998","3,090","2,720",460,"1,768","2,048","2,238","2,638"
532,Chichester,CCH,5255,South East,Chichester,"1,402,428","1,437,542","1,596,764","1,642,461","1,804,006","2,052,550",[x],"2,265,876","2,401,077","2,599,788","2,762,838","2,889,964","2,984,494","3,144,194","3,190,228","3,236,004","3,269,044","3,232,654","3,231,354","2,608,084","2,841,832","2,977,098","2,883,112","914,014","2,172,492","2,434,584","2,446,464","2,687,308"
533,Chilham,CIL,5009,South East,Ashford,"22,207","22,919","22,371","22,156","20,610","20,139",[x],"27,812","30,003","31,581","40,055","41,364","36,860","37,444","40,548","37,322","36,524","38,682","38,320","40,318","43,422","53,108","53,688","15,658","40,214","48,300","59,724","66,206"
534,Chilworth,CHL,5296,South East,Guildford,"14,805","15,249","13,964","16,134","16,230","15,436",[x],"17,627","17,349","16,669","17,444","20,706","19,748","20,430","19,302","21,016","23,466","25,910","26,498","27,252","24,120","20,114","21,704","5,904","17,202","23,712","25,844","27,352"
535,Chingford,CHI,6914,London,Waltham Forest,"861,422","1,001,475","1,044,045","1,035,956","1,084,961","1,234,994",[x],"1,116,809","994,515","1,341,535","1,439,694","1,315,548","1,225,642","1,319,926","1,391,776","1,492,560","1,649,170","1,766,848","1,918,148","2,063,184","2,085,446","2,165,308","2,020,496","562,644","1,361,032","1,695,448","2,039,732","2,036,058"
536,Chinley,CLY,2823,East Midlands,High Peak,"44,466","46,211","46,668","48,286","46,366","47,317",[x],"68,169","67,213","75,127","75,885","86,002","91,434","100,458","103,154","104,764","108,278","108,582","112,078","120,132","120,676","128,602","129,220","21,856","80,106","93,244","102,150","128,746"
537,Chippenham,CPM,3267,South West,Wiltshire,"945,435","967,760","1,016,145","1,041,917","1,060,444","1,150,802",[x],"1,257,940","1,315,654","1,414,824","1,473,561","1,560,906","1,516,726","1,653,544","1,755,608","1,746,840","1,826,343","1,895,980","1,815,922","1,938,692","1,890,094","1,972,350","1,937,240","373,482","1,124,226","1,444,874","1,578,070","1,713,674"
538,Chipstead,CHP,5353,South East,Reigate and Banstead,"62,779","69,429","87,694","91,723","94,420","107,581",[x],"125,459","127,983","146,109","164,954","165,746","154,002","150,828","153,250","156,026","160,948","166,284","179,110","153,290","160,954","154,918","145,724","22,290","57,976","80,850","78,164","87,736"
539,Chirk,CRK,4449,Wales,Wrexham - Wrecsam,"33,267","32,937","30,234","30,036","29,049","31,532",[x],"32,094","36,295","42,762","50,688","54,988","56,310","60,356","65,998","72,116","70,646","70,724","68,444","71,814","75,524","77,106","78,030","14,788","57,766","73,002","83,562","106,900"
540,Chislehurst,CIT,5099,London,Bromley,"704,785","796,816","832,308","815,939","802,319","846,227",[x],"835,021","836,871","1,094,889","1,175,964","1,118,226","1,080,602","1,101,634","1,116,102","1,128,300","1,159,288","1,208,786","1,204,760","1,193,732","1,149,598","1,209,164","1,113,406","224,412","628,006","864,292","958,726","1,012,880"
541,Chiswick,CHK,5583,London,Hounslow,"178,561","268,927","286,973","318,596","267,307","289,535",[x],"250,383","304,367","610,798","793,039","750,756","770,508","871,938","924,822","971,802","993,106","1,047,292","1,122,186","1,071,486","1,030,528","1,031,340","995,936","275,978","545,552","589,318","646,328","707,048"
542,Cholsey,CHO,3031,South East,South Oxfordshire,"195,344","203,455","214,636","227,752","215,736","214,381",[x],"209,521","184,427","181,977","190,239","192,184","185,970","187,384","203,608","221,286","239,034","272,430","275,100","281,438","271,850","290,196","284,448","54,628","155,450","212,398","240,656","275,420"
543,Chorley,CRL,2745,North West,Chorley,"443,195","458,585","497,687","533,087","568,313","529,120",[x],"637,076","670,556","703,702","730,069","684,144","737,964","819,548","836,494","841,912","843,744","720,130","650,346","695,340","662,504","567,494","698,696","159,614","493,202","560,136","621,956","716,034"
544,Chorleywood,CLW,546,East of England,Three Rivers,[z],[z],[z],[z],[z],[z],[z],[z],[z],"650,033","499,400","339,532","402,688","608,914","613,284","632,460","671,680","721,940","537,576","552,374","553,378","564,838","557,144","128,464","335,742","455,396","517,682","493,600"
545,Christchurch,CHR,5879,South West,"Bournemouth, Christchurch and Poole","407,947","358,538","318,883","320,572","322,370","314,115",[x],"356,637","357,361","357,013","368,081","401,544","392,088","453,944","444,944","449,562","471,928","465,334","498,016","495,788","519,332","522,964","488,304","117,886","338,458","400,560","429,720","484,080"
546,Christs Hospital,CHH,5319,South East,Horsham,"70,105","76,965","93,685","91,401","94,473","98,160",[x],"115,096","120,861","138,753","139,237","133,636","128,088","144,118","155,536","163,832","179,304","183,174","181,970","152,726","165,174","174,900","174,670","33,016","84,196","119,722","139,504","168,878"
547,Church and Oswaldtwistle,CTW,2556,North West,Hyndburn,"27,489","26,609","27,736","29,911","26,543","20,036",[x],"27,608","31,143","33,107","32,147","32,596","32,788","39,554","41,960","40,460","43,524","41,812","40,426","39,486","39,064","28,738","37,920","11,176","42,370","45,522","47,148","59,450"
548,Church Fenton,CHF,8233,Yorkshire and The Humber,North Yorkshire,"37,424","39,121","46,082","41,180","44,318","40,370",[x],"48,825","49,682","54,741","64,585","63,696","67,510","70,634","72,906","72,370","69,230","66,888","71,354","71,180","75,946","93,088","119,332","21,492","105,804","116,718","145,744","159,050"
549,Church Stretton,CTT,4365,West Midlands,Shropshire,"89,088","88,608","90,848","99,107","102,840","107,449",[x],"100,068","104,206","111,834","125,955","125,024","117,812","118,990","119,254","125,604","126,118","131,766","127,748","132,352","130,378","124,098","126,760","45,818","114,430","110,636","105,190","123,462"
